"armor","artist","attack","cardClass","classes__001","classes__002","classes__003","collectible","collectionText","cost","dbfId","faction","entourage__001","entourage__002","entourage__003","entourage__004","entourage__005","entourage__006","entourage__007","entourage__008","entourage__009","entourage__010","durability","elite","flavor","hideStats","howToEarn","howToEarnGolden","health","id","mechanics__001","mechanics__002","mechanics__003","mechanics__004","multiClassGroup","name","questReward","playRequirements__REQ_CANNOT_PLAY_THIS","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS","playRequirements__REQ_FROZEN_TARGET","playRequirements__REQ_SECRET_ZONE_CAP_FOR_NON_SECRET","playRequirements__REQ_FRIENDLY_MINIONS_OF_RACE_DIED_THIS_GAME","playRequirements__REQ_DRAG_TO_PLAY","playRequirements__REQ_MINIMUM_TOTAL_MINIONS","playRequirements__REQ_DAMAGED_TARGET","playRequirements__REQ_WEAPON_EQUIPPED","playRequirements__REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT","playRequirements__REQ_HERO_TARGET","playRequirements__REQ_LEGENDARY_TARGET","playRequirements__REQ_FRIENDLY_MINION_DIED_THIS_GAME","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS","playRequirements__REQ_NUM_MINION_SLOTS","playRequirements__REQ_TARGET_MAX_ATTACK","overload","playRequirements__REQ_FRIENDLY_TARGET","playRequirements__REQ_TARGET_FOR_COMBO","playRequirements__REQ_MINIMUM_ENEMY_MINIONS","playRequirements__REQ_ENEMY_TARGET","race","playRequirements__REQ_MINION_TARGET","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_NO_3_COST_CARD_IN_DECK","playRequirements__REQ_MUST_TARGET_TAUNTER","playRequirements__REQ_STEALTHED_TARGET","playRequirements__REQ_NONSELF_TARGET","playRequirements__REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND","playRequirements__REQ_TARGET_IF_AVAILABLE","playRequirements__REQ_TARGET_MIN_ATTACK","playRequirements__REQ_TARGET_WITH_DEATHRATTLE","playRequirements__REQ_TARGET_TO_PLAY","playRequirements__REQ_UNDAMAGED_TARGET","playRequirements__REQ_TARGET_WITH_RACE","rarity","referencedTags__001","referencedTags__002","referencedTags__003","referencedTags__004","set","spellDamage","targetingArrowText","text","type"
"","Mark Gibbons","5","ROGUE","","","","True","","6","40791","","","","","","","","","","","","","","You can't just leave a Luckydo somewhere.  You gotta keep 'em with you!  Especially in Gadgetzan!","","","","5","CFM_342","BATTLECRY","","","","","Luckydo Buccaneer","","","","","","","","","","","","","","","","","","","","","","","PIRATE","","","","","","","","","","","","","","EPIC","","","","","GANGS","","","<b>Battlecry:</b> If your weapon has at least 3 Attack, gain +4/+4.","MINION"
"","Zoltan Boros","3","DRUID","","","","True","[x]<b>Taunt</b>\n<b>Battlecry:</b> Summon a\n<b>Jade Golem</b>.","6","40797","","","","","","","","","","","","","","I think we should talk about the jade elephant in the room.","","","","6","CFM_343","BATTLECRY","TAUNT","","","","Jade Behemoth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","JADE_GOLEM","","","","GANGS","","","[x]<b>Taunt</b>\n<b>Battlecry:</b> Summon a{1}\n{0} <b>Jade Golem</b>.","MINION"
"","Matt Dixon","2","NEUTRAL","","","","True","","5","40803","","","","","","","","","","","","","True","The last true master of Finjitsu.","","","","4","CFM_344","STEALTH","TRIGGER_VISUAL","","","","Finja, the Flying Star","","","","","","","","","","","","","","","","","","","","","","","MURLOC","","","","","","","","","","","","","","LEGENDARY","","","","","GANGS","","","[x]<b>Stealth</b>\n   Whenever this attacks and   \nkills a minion, summon 2\n Murlocs from your deck.","MINION"
"","Matthew O'Connor","","DRUID","","","","True","<b>Choose One -</b> Summon a <b>Jade Golem</b>; or Shuffle 3 copies of this card into your deck.","1","40372","","","","","","","","","","","","","","Shuffle or no guts.","","","","","CFM_602","CHOOSE_ONE","","","","","Jade Idol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","JADE_GOLEM","","","","GANGS","","","<b>Choose One -</b> Summon a{1},{0} <b>Jade Golem</b>; or Shuffle 3 copies of this card into your deck.","SPELL"
"","Arthur Bozonnet","","PRIEST","","","","True","","1","40373","","","","","","","","","","","","","","You'd be insane NOT to drink it!","","","","","CFM_603","","","","","","Potion of Madness","","","","","","","","","","","","","","","","1","2","","","","","0","","0","","","","","","","","","","0","","","COMMON","","","","","GANGS","","","Gain control of an enemy minion with 2 or less Attack until end of turn.","SPELL"
"","Tyler West Studios","","PRIEST","","","","True","","4","40375","","","","","","","","","","","","","","Filled with electrolytes!","","","","","CFM_604","","","","","","Greater Healing Potion","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","RARE","","","","","GANGS","","","Restore #12 Health to a friendly character.","SPELL"
"","Zoltan Boros","5","PRIEST","","","","True","","5","40378","","","","","","","","","","","","","","His job is to spy on the Goons and the Jade Lotus, but he's OBVIOUSLY a dragon so it's pretty hard work.","","","","6","CFM_605","BATTLECRY","","","","","Drakonid Operative","","","","","","","","","","","","","","","","","","","","","","","DRAGON","","","","","","","","","","","","","","RARE","DISCOVER","","","","GANGS","","","[x]<b>Battlecry:</b> If you're holding a\nDragon, <b>Discover</b> a card in\n your opponent's deck.","MINION"
"","A.J. Nazzaro","2","PRIEST","","","","True","","2","40381","","","","","","","","","","","","","","Gadgetzan, where even the pet rocks have pet rocks.","","","","3","CFM_606","TRIGGER_VISUAL","","","","","Mana Geode","","","","","","","","","","","","","","","","","","","","","","","ELEMENTAL","","","","","","","","","","","","","","EPIC","","","","","GANGS","","","Whenever this minion is healed, summon a 2/2 Crystal.","MINION"
"","Zoltan Boros","","WARLOCK","","","","True","","4","40957","","","","","","","","","","","","","","There's a fine line between ""potion"" and ""grenade"". Wait. Actually, there's not.","","","","","CFM_608","","","","","","Blastcrystal Potion","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","COMMON","","","","","GANGS","","","Destroy a minion and one of your Mana Crystals.","SPELL"
"","Arthur Bozonnet","3","NEUTRAL","","","","True","","3","40389","","","","","","","","","","","","","","""Doc says the persistent burning sensation in my soul is probably just an ulcer.""","","","","7","CFM_609","TRIGGER_VISUAL","","","","","Fel Orc Soulfiend","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GANGS","","","At the start of your turn, deal 2 damage to this minion.","MINION"
"","Arthur Gimaldinov","5","WARLOCK","","","","True","","4","40391","","","","","","","","","","","","","","The trick is soaking the crystals in warm milk to soften them up.","","","","4","CFM_610","BATTLECRY","","","","","Crystalweaver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","<b>Battlecry:</b> Give your Demons +1/+1.","MINION"
"","Raven Mimura","","WARLOCK","","","","True","","3","40393","","","","","","","","","","","","","","You know what really makes my blood boil? The skyrocketing price of Bloodfury potions!","","","","","CFM_611","","","","","","Bloodfury Potion","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","RARE","","","","","GANGS","","","[x]Give a minion +3 Attack.\nIf it's a Demon, also\ngive it +3 Health.","SPELL"
"","Wayne Reynolds","","DRUID","","","","True","","1","40397","","","","","","","","","","","","","","The mark of the Lotus is a little flower drawn in permanent marker on the ankle.","","","","","CFM_614","","","","","","Mark of the Lotus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","Give your minions +1/+1.","SPELL"
"","Zoltan Boros","","DRUID","","","","True","","3","40401","","","","","","","","","","","","","","The Hozen don't get paid much, but at least they get to keep any excess mana.","","","","","CFM_616","","","","","","Pilfered Power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GANGS","","","Gain an empty Mana Crystal for each friendly minion.","SPELL"
"","Alex Garner","3","DRUID","","","","True","","3","40404","","","","","","","","","","","","","","If you think her job is easy, YOU try falling asleep on cue.","","","","3","CFM_617","BATTLECRY","","","","","Celestial Dreamer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GANGS","","","[x]<b>Battlecry:</b> If you control a\nminion with 5 or more\nAttack, gain +2/+2.","MINION"
"","Mike Azevedo","3","NEUTRAL","MAGE","PRIEST","WARLOCK","True","","4","40407","","CFM_065","CFM_021","CFM_603","CFM_604","CFM_611","CFM_620","CFM_094","CFM_661","CFM_662","CFM_608","","","Sure you could have that Polymorph potion, but wouldn't you rather have this mystery potion?  It could be anything.  Even a Polymorph potion!","","","","3","CFM_619","BATTLECRY","KABAL","","","KABAL","Kabal Chemist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","<b>Battlecry:</b> Add a random Potion to your hand.","MINION"
"","Arthur Bozonnet","","MAGE","","","","True","","3","40409","","","","","","","","","","","","","","Tastes like Baaaaananas.","","","","","CFM_620","SECRET","","","","","Potion of Polymorph","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GANGS","","","<b>Secret:</b> After your opponent plays a minion, transform it into a\n1/1 Sheep.","SPELL"
"","Jomaro Kindred","3","NEUTRAL","MAGE","PRIEST","WARLOCK","True","","4","40408","","CFM_621t11","CFM_621t12","CFM_621t13","","","","","","","","","True","The mysterious leader of the Kabal is NOT a dragon, and does NOT deal in illegal potions.  Any public statements to the contrary will be met with litigation and Dragonfire Potions.","","","","3","CFM_621","BATTLECRY","KABAL","","","KABAL","Kazakus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","GANGS","","","[x]<b>Battlecry:</b> If your deck\nhas no duplicates,\n create a custom spell.","MINION"
"","Evgeniy Zaqumyenny","","MAGE","","","","True","","7","40411","","","","","","","","","","","","","","Wow, and I thought Arcane Missiles was great!","","","","","CFM_623","","","","","","Greater Arcane Missiles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GANGS","","","Shoot three missiles at random enemies that deal $3 damage each.","SPELL"
"","Dave Allsop","3","PRIEST","","","","True","","3","40432","","","","","","","","","","","","","","Inkmaster Solia had to figure out how to tattoo feathers.","","","","4","CFM_626","BATTLECRY","","","","","Kabal Talonpriest","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","","","0","","","","","","COMMON","","","","","GANGS","","Give +3 Health.","<b>Battlecry:</b> Give a friendly minion +3 Health.","MINION"
"","Joe Wilson","","ROGUE","","","","True","","0","40437","","","","","","","","","","","","","","There is something funny about this coin… can't quite put my finger on it…","","","","","CFM_630","","","","","","Counterfeit Coin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GANGS","","","Gain 1 Mana Crystal this turn only.","SPELL"
"","Anton Magdalina","2","WARRIOR","","","","True","","4","40438","","","","","","","","","","","","3","","For the goon that wants to make a fashion statement.","","","","","CFM_631","TRIGGER_VISUAL","","","","","Brass Knuckles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GANGS","","","[x]After your hero attacks,\ngive a random minion in\nyour hand +1/+1.","WEAPON"
"","Garrett Hanna","5","ROGUE","","","","True","","5","40441","","","","","","","","","","","","","","For 5000g, you can just give the Jade Lotus any name and they will assassinate and/or embarrass them.","","","","5","CFM_634","STEALTH","TRIGGER_VISUAL","","","","Lotus Assassin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GANGS","","","<b>Stealth</b>. Whenever this attacks and kills a minion, gain <b>Stealth</b>.","MINION"
"","Jon Neimeister","5","ROGUE","","","","True","","3","40464","","","","","","","","","","","","","","WE WENT THERE!","","","","1","CFM_636","STEALTH","","","","","Shadow Rager","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","<b>Stealth</b>","MINION"
"","James Ryman","1","NEUTRAL","","","","True","","1","40465","","","","","","","","","","","","","True","What do sailors yell when Patches steals their treasure chest full of laws and other things being transported to parliament for a vote?  ""The Eyes have it!""","","","","1","CFM_637","","","","","","Patches the Pirate","","","","","","","","","","","","","","","","","","","","","","","PIRATE","","","","","","","","","","","","","","LEGENDARY","","","","","GANGS","","","[x]After you play a Pirate,\nsummon this minion\nfrom your deck.","MINION"
"","Mike Azevedo","4","PALADIN","","","","True","","5","40469","","","","","","","","","","","","","","""Sir, you don't have a permit to park your mount here.""","","","","4","CFM_639","TRIGGER_VISUAL","","","","","Grimestreet Enforcer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GANGS","","","At the end of your turn, give all minions in your hand +1/+1.","MINION"
"","A.J. Nazzaro","2","WARRIOR","","","","True","","2","40482","","","","","","","","","","","","","True","Grapplehammer is the horrible mind behind the Automatic Piranha Launcher (banned in 7 districts)!","","","","2","CFM_643","BATTLECRY","","","","","Hobart Grapplehammer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","GANGS","","","<b>Battlecry:</b> Give all weapons in your hand and deck +1 Attack.","MINION"
"","Yewon Park","3","NEUTRAL","","","","True","","3","40492","","","","","","","","","","","","","","Quit playing games with his heart. And his fingers. And foot. It's rude.","","","","1","CFM_646","DEATHRATTLE","","","","","Backstreet Leper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","[x]<b>Deathrattle:</b> Deal 2 damage\nto the enemy hero.","MINION"
"","Tyler West Studios","2","NEUTRAL","","","","True","","2","40493","","","","","","","","","","","","","","Imagine how much further his darts would go if he had lungs instead of gills!","","","","1","CFM_647","BATTLECRY","","","","","Blowgill Sniper","","","","","","","","","","","","","","","","","","","","","","","MURLOC","","","","","","","","","","","0","","","COMMON","","","","","GANGS","","Deal 1 damage.","<b>Battlecry:</b> Deal 1 damage.","MINION"
"","A.J. Nazzaro","1","NEUTRAL","","","","True","","6","40494","","","","","","","","","","","","","","""It'd be a shame if someone disenchanted those Legendaries.""","","","","1","CFM_648","BATTLECRY","","","","","Big-Time Racketeer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","<b>Battlecry:</b> Summon a 6/6 Ogre.","MINION"
"","Arthur Bozonnet","2","NEUTRAL","MAGE","PRIEST","WARLOCK","True","","3","40496","","","","","","","","","","","","","","Hey, you park your kodo under a harpy nest, you get what you deserve.","","","","2","CFM_649","BATTLECRY","KABAL","","","KABAL","Kabal Courier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","DISCOVER","","","","GANGS","","","<b>Battlecry:</b> <b>Discover</b> a Mage, Priest, or Warlock card.","MINION"
"","Matt Dixon","2","PALADIN","","","","True","","1","40531","","","","","","","","","","","","","","Listen, see?  We'll take 'em to the docks, see?  And throw 'em in the sea, see?","","","","1","CFM_650","BATTLECRY","","","","","Grimscale Chum","","","","","","","","","","","","","","","","","","","","","","","MURLOC","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","[x]<b>Battlecry:</b> Give a random\nMurloc in your hand +1/+1.","MINION"
"","Rafael Zanchetin","5","NEUTRAL","","","","True","","4","40889","","","","","","","","","","","","","","Hook-tails are nice and all but she keeps getting stuck on things.","","","","4","CFM_651","BATTLECRY","","","","","Naga Corsair","","","","","","","","","","","","","","","","","","","","","","","PIRATE","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","<b>Battlecry:</b> Give your weapon +1 Attack.","MINION"
"","Trent Kaniuga","4","NEUTRAL","","","","True","","5","40906","","","","","","","","","","","","","","He'll be a first-rate bruiser once he gets used to his contacts.","","","","5","CFM_652","TAUNT","","","","","Second-Rate Bruiser","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GANGS","","","[x]<b>Taunt</b>\nCosts (2) less if your\nopponent has at least\nthree minions.","MINION"
"","Eric Braddock","4","NEUTRAL","","","","True","","3","40911","","","","","","","","","","","","","","He loves his job and would do it for free!  (But don't tell his boss!)","","","","3","CFM_653","TAUNT","","","","","Hired Gun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","<b>Taunt</b>","MINION"
"","Jerry Mascho","2","NEUTRAL","","","","True","","2","40914","","","","","","","","","","","","","","""What'll it be?  A Jade Brew?  A Grimy Goose?  A Kabal Manatini?""","","","","3","CFM_654","TRIGGER_VISUAL","","","","","Friendly Bartender","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","At the end of your turn, restore 1 Health to your hero.","MINION"
"","Anton Magdalina","4","NEUTRAL","","","","True","","3","40921","","","","","","","","","","","","","","When Sergeant Sally shows up unexpectedly, DO NOT FLUSH YOUR MANA CRYSTALS DOWN THE TOILET.","","","","3","CFM_655","BATTLECRY","","","","","Toxic Sewer Ooze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","<b>Battlecry:</b> Remove 1 Durability from your opponent's weapon.","MINION"
"","Adam Byrne","4","NEUTRAL","","","","True","","5","40928","","","","","","","","","","","","","","""Hmmmm…  Call it a hunch, but I'm starting to think that there may be some kind of criminal activity going on in Gadgetzan.""","","","","6","CFM_656","BATTLECRY","","","","","Streetwise Investigator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","STEALTH","","","","GANGS","","","<b>Battlecry:</b> Enemy minions lose <b>Stealth</b>.","MINION"
"","Alex Alexandrov","5","PRIEST","","","","True","","5","40929","","","","","","","","","","","","","","Gadgetzan Writer’s Award goes to the player who writes the most compelling fanfic about why this Arakkoa has a golden frog in his hand!","","","","5","CFM_657","BATTLECRY","","","","","Kabal Songstealer","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","0","","","","","","COMMON","SILENCE","","","","GANGS","","Silence a minion.","[x]<b>Battlecry:</b> <b>Silence</b> a minion.","MINION"
"","Paul Mafayon","4","NEUTRAL","","","","True","","4","40931","","","","","","","","","","","","","","""WHY ARE YOU IN THE BACK ROOM?  WHO IS WATCHING THE FRONT?!""","","","","4","CFM_658","TRIGGER_VISUAL","","","","","Backroom Bouncer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GANGS","","","Whenever a friendly minion dies, gain +1 Attack.","MINION"
"","Eva Wildermann","2","NEUTRAL","","","","True","","2","40949","","","","","","","","","","","","","","Comment on her height, and she'll go from flapper to kneecapper in seconds flat.","","","","2","CFM_659","BATTLECRY","","","","","Gadgetzan Socialite","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","COMMON","","","","","GANGS","","Restore 2 Health.","<b>Battlecry:</b> Restore 2 Health.","MINION"
"","J. Ejsing & E. Amundsen","3","MAGE","","","","True","","3","40935","","","","","","","","","","","","","","When casting a tournament, you really have to put your soul into it!","","","","4","CFM_660","BATTLECRY","","","","","Manic Soulcaster","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","","","0","","","","","","EPIC","","","","","GANGS","","Shuffle a copy into your deck.","<b>Battlecry:</b> Choose a friendly minion. Shuffle a copy into your deck.","MINION"
"","Matt Dixon","","PRIEST","","","","True","","1","40936","","","","","","","","","","","","","","I hope you didn't disenchant your Shadow Word: Horror!","","","","","CFM_661","","","","","","Pint-Size Potion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GANGS","","","[x]Give all enemy minions\n-3 Attack this turn only.","SPELL"
"","Charlene Le Scanff","","PRIEST","","","","True","","6","40938","","","","","","","","","","","","","","No one was brave enough to fire the dragon in person… so they made the potion do it.","","","","","CFM_662","","","","","","Dragonfire Potion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GANGS","","","[x]Deal $5 damage to all\nminions except Dragons.","SPELL"
"","Jon Neimeister","6","WARLOCK","","","","True","","6","40940","","","","","","","","","","","","","","She ships illicit mana crystals around the world in packages marked: FUNNEL CAKE.","","","","6","CFM_663","TRIGGER_VISUAL","","","","","Kabal Trafficker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GANGS","","","[x]At the end of your turn,\nadd a random Demon\nto your hand.","MINION"
"","Alex Alexandrov","6","NEUTRAL","","","","True","","4","40950","","","","","","","","","","","","","","Hair products are 79% of his monthly budget.","","","","3","CFM_665","","","","","","Worgen Greaser","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","","MINION"
"","Mike Azevedo","3","NEUTRAL","","","","True","","5","40951","","","","","","","","","","","","","","Grook Fu, the ancient Hozen art of bashing heads with a stick.","","","","5","CFM_666","WINDFURY","","","","","Grook Fu Master","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","","","","","GANGS","","","<b>Windfury</b>","MINION"
"","Mauricio Herrera","2","NEUTRAL","","","","True","","5","40952","","","","","","","","","","","","","","Please don't explode!  Please don't explode!  Please don't explode!","","","","2","CFM_667","BATTLECRY","DEATHRATTLE","","","","Bomb Squad","","","","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","0","","","","","","RARE","","","","","GANGS","","Deal 5 damage.","[x]<b>Battlecry:</b> Deal 5 damage\nto an enemy minion.\n<b>Deathrattle:</b> Deal 5 damage\nto your hero.","MINION"
"","Zoltan Boros","2","NEUTRAL","","","","True","","5","40953","","","","","","","","","","","","","","""Every me, get in here!""","","","","2","CFM_668","BATTLECRY","","","","","Doppelgangster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GANGS","","","<b>Battlecry:</b> Summon 2 copies of this minion.","MINION"
"","Dan Scott","4","NEUTRAL","","","","True","","5","40954","","","","","","","","","","","","","","He only burgles to pay the bills.  He is really just a bully at heart.","","","","6","CFM_669","TRIGGER_VISUAL","","","","","Burgly Bully","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GANGS","","","Whenever your opponent casts a spell, add a Coin to your hand.","MINION"
"","Tooth","5","NEUTRAL","","","","True","","9","40955","","","","","","","","","","","","","True","This flavor text was randomly generated.  If it happens to form words and make sense, that is purely by chance.","","","","4","CFM_670","TRIGGER_VISUAL","","","","","Mayor Noggenfogger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","GANGS","","","All targets are chosen randomly.","MINION"
"","Tyler West Studios","5","MAGE","","","","True","","5","40988","","","","","","","","","","","","","","She loves Frozen. I mean who doesn't?","","","","5","CFM_671","BATTLECRY","","","","","Cryomancer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","FREEZE","","","","GANGS","","","<b>Battlecry:</b> If an enemy is <b>Frozen</b>, gain +2/+2.","MINION"
"","Jakub Kasper","4","NEUTRAL","","","","True","","6","41841","","","","","","","","","","","","","True","She has set up her Black Market here in Gadgetzan for one purpose, to make a KILLING when Beanie Babies make their inevitable comeback.","","","","3","CFM_672","BATTLECRY","","","","","Madam Goya","","","","","","","","","","","","","","","","","","","0","","","","","0","","","","","","","0","","","","","","LEGENDARY","","","","","GANGS","","Swap with a minion in your deck.","<b>Battlecry:</b> Choose a friendly minion. Swap it with a minion in your deck.","MINION"
"","Tyson Murphy","5","NEUTRAL","HUNTER","PALADIN","WARRIOR","True","","7","40703","","","","","","","","","","","","","True","The brilliant mastermind of the Grimy Goons, Han sometimes thinks about ditching the idiot Cho, but that would just tear him apart.","","","","6","CFM_685","BATTLECRY","GRIMY_GOONS","","","GRIMY_GOONS","Don Han'Cho","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","GANGS","","","<b>Battlecry:</b> Give a random minion in your hand +5/+5.","MINION"
"","J. Ejsing & E. Amundsen","5","MAGE","","","","True","","7","40701","","","","","","","","","","","","","True","Solia marks the Kabal with intricate tattoos that grant immense power. Also it makes it harder for other gangs to recruit from their numbers. BACK OFF, GOONS.","","","","5","CFM_687","BATTLECRY","","","","","Inkmaster Solia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGENDARY","","","","","GANGS","","","[x]<b>Battlecry:</b> If your deck has\nno duplicates, the next\nspell you cast this turn\ncosts (0).","MINION"
"","Mike Sass","5","NEUTRAL","","","","True","","5","40700","","","","","","","","","","","","","","Did you know the Hogchoppers compete every year at the Mirage Raceway?  They do.  It's a real group.","","","","5","CFM_688","BATTLECRY","","","","","Spiked Hogrider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RARE","CHARGE","TAUNT","","","GANGS","","","<b>Battlecry:</b> If an enemy minion has <b>Taunt</b>, gain <b>Charge</b>.","MINION"
"","Izzy Hoover","","ROGUE","","","","True","Deal $2 damage.\n<b>Combo:</b> Summon a <b>Jade Golem</b>.","2","40698","","","","","","","","","","","","","","Good news is, after you remove it from your wound, you can use it to pay your medical bills!","","","","","CFM_690","COMBO","","","","","Jade Shuriken","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","COMMON","CHOOSE_ONE","JADE_GOLEM","","","GANGS","","","Deal $2 damage.\n<b>Combo:</b> Summon a{1},{0} <b>Jade Golem</b>.","SPELL"
"","Slawomir Maniak","1","ROGUE","","","","True","<b>Stealth</b>\n<b>Deathrattle:</b> Summon a <b>Jade Golem</b>.","2","40697","","","","","","","","","","","","","","He's so good at swarming, he can swarm all by himself!","","","","1","CFM_691","DEATHRATTLE","STEALTH","","","","Jade Swarmer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","COMMON","JADE_GOLEM","","","","GANGS","","","<b>Stealth</b>\n<b>Deathrattle:</b> Summon a{1},{0} <b>Jade Golem</b>.","MINION"
"","Zoltan Boros","2","ROGUE","","","","True","","2","40696","","","","","","","","","","","","","","Is it just me, or is there something fishy about that ferryman?","","","","3","CFM_693","COMBO","","","","","Gadgetzan Ferryman","","","","","","","","","","","","","","","","","","","0","0","","","","0","","","","","","","","","","","","","RARE","","","","","GANGS","","Return to your hand.","<b>Combo:</b> Return a friendly minion to your hand.","MINION"
"","Andrew Hou","4","ROGUE","","","","True","","4","40695","","","","","","","","","","","","","","He used to be Aya's tutor, but she fired him for bugging her too much.","","","","4","CFM_694","BATTLECRY","","","","","Shadow Sensei","","","","","","","","","","","","","","","","","","","","","","","","0","","","0","","","","0","","","","","","RARE","STEALTH","","","","GANGS","","Give +2/+2.","<b>Battlecry:</b> Give a <b>Stealthed</b> minion +2/+2.","MINION"
"","Sean McNally","","SHAMAN","","","","True","","2","40694","","","","","","","","","","","","","","Ragnaros looked down. He looked like some kind of War Golem. ""WHAT HAVE YOU DONE TO ME,"" he yelled. But all that came out was a deep grinding sound. He began to cry.","","","","","CFM_696","","","","","","Devolve","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","RARE","","","","","GANGS","","","Transform all enemy minions into random ones that cost (1) less.","SPELL"
"","Luke Mancini","3","SHAMAN","","","","True","","4","40693","","","","","","","","","","","","","","If you think her Illidan and Sylvanas cosplay is great, wait till you see her Reno Jackson!","","","","5","CFM_697","TRIGGER_VISUAL","","","","","Lotus Illusionist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EPIC","","","","","GANGS","","","[x]After this minion attacks\na hero, transform it into a\n random 6-Cost minion.","MINION"
